president,start_date,end_date,approval,disapproval,unsure,source_url
Barack Obama,03/24/2014,03/30/2014,43.0,52.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/17/2014,03/23/2014,44.0,51.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/10/2014,03/16/2014,40.0,54.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/03/2014,03/09/2014,43.0,53.0,4,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/24/2014,03/02/2014,42.0,54.0,4,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/17/2014,02/23/2014,45.0,51.0,4,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/10/2014,02/16/2014,40.0,53.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/03/2014,02/09/2014,41.0,51.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/27/2014,02/02/2014,42.0,50.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/20/2014,01/26/2014,42.0,50.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/13/2014,01/19/2014,40.0,52.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/06/2014,01/12/2014,41.0,51.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/02/2014,01/05/2014,41.0,53.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/23/2013,12/29/2013,43.0,51.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/16/2013,12/22/2013,40.0,52.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/09/2013,12/15/2013,42.0,50.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/02/2013,12/08/2013,41.0,51.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/25/2013,12/01/2013,42.0,52.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/18/2013,11/24/2013,40.0,53.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/11/2013,11/17/2013,41.0,52.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/04/2013,11/10/2013,41.0,52.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/28/2013,11/03/2013,41.0,52.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/21/2013,10/27/2013,43.0,50.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/14/2013,10/20/2013,43.0,51.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/07/2013,10/13/2013,42.0,52.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/30/2013,10/06/2013,44.0,50.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/23/2013,09/29/2013,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/16/2013,09/22/2013,44.0,47.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/09/2013,09/15/2013,45.0,46.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/02/2013,09/08/2013,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/26/2013,09/01/2013,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/19/2013,08/25/2013,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/12/2013,08/18/2013,46.0,45.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/05/2013,08/11/2013,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/29/2013,08/04/2013,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/22/2013,07/28/2013,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/15/2013,07/21/2013,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/08/2013,07/14/2013,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/01/2013,07/07/2013,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/24/2013,06/30/2013,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/17/2013,06/23/2013,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/10/2013,06/16/2013,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/03/2013,06/09/2013,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/27/2013,06/02/2013,48.0,44.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/20/2013,05/26/2013,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/13/2013,05/19/2013,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/06/2013,05/12/2013,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/29/2013,05/05/2013,50.0,44.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/22/2013,04/28/2013,51.0,42.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/15/2013,04/21/2013,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/08/2013,04/14/2013,49.0,45.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/01/2013,04/07/2013,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/25/2013,03/30/2013,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/18/2013,03/24/2013,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/11/2013,03/17/2013,48.0,46.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/04/2013,03/10/2013,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/25/2013,03/03/2013,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/18/2013,02/24/2013,51.0,42.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/11/2013,02/17/2013,51.0,43.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/04/2013,02/10/2013,52.0,42.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/28/2013,02/03/2013,53.0,42.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/21/2013,01/27/2013,52.0,43.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/14/2013,01/20/2013,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/07/2013,01/13/2013,54.0,41.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/31/2012,01/06/2013,53.0,40.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/24/2012,12/30/2012,53.0,41.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/17/2012,12/23/2012,57.0,37.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/10/2012,12/16/2012,52.0,40.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/03/2012,12/09/2012,50.0,44.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/26/2012,12/02/2012,51.0,42.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/19/2012,11/25/2012,52.0,40.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/12/2012,11/18/2012,53.0,41.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/05/2012,11/11/2012,51.0,43.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/29/2012,11/04/2012,52.0,45.0,3,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/22/2012,10/28/2012,50.0,45.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/15/2012,10/21/2012,50.0,45.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/08/2012,10/14/2012,50.0,45.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/01/2012,10/07/2012,52.0,43.0,5,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/24/2012,09/30/2012,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/17/2012,09/23/2012,49.0,45.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/10/2012,09/16/2012,50.0,44.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/03/2012,09/09/2012,50.0,44.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/27/2012,09/02/2012,44.0,47.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/20/2012,08/26/2012,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/13/2012,08/19/2012,45.0,49.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/06/2012,08/12/2012,45.0,49.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/30/2012,08/05/2012,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/23/2012,07/29/2012,47.0,47.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/16/2012,07/22/2012,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/09/2012,07/15/2012,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/02/2012,07/08/2012,45.0,46.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/25/2012,07/01/2012,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/18/2012,06/24/2012,46.0,48.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/11/2012,06/17/2012,46.0,48.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/04/2012,06/10/2012,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/28/2012,06/03/2012,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/21/2012,05/27/2012,48.0,46.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/14/2012,05/20/2012,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/07/2012,05/13/2012,47.0,47.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/30/2012,05/06/2012,48.0,46.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/23/2012,04/29/2012,48.0,46.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/16/2012,04/22/2012,48.0,46.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/09/2012,04/15/2012,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/02/2012,04/08/2012,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/26/2012,04/01/2012,46.0,45.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/19/2012,03/25/2012,46.0,45.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/12/2012,03/18/2012,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/05/2012,03/11/2012,48.0,44.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/27/2012,03/04/2012,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/20/2012,02/26/2012,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/13/2012,02/19/2012,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/06/2012,02/12/2012,47.0,47.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/30/2012,02/05/2012,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/23/2012,01/29/2012,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/16/2012,01/22/2012,45.0,46.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/09/2012,01/15/2012,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/02/2012,01/08/2012,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/26/2011,01/01/2012,42.0,49.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/19/2011,12/25/2011,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/12/2011,12/18/2011,42.0,50.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/05/2011,12/11/2011,43.0,50.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/28/2011,12/04/2011,42.0,50.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/21/2011,11/27/2011,43.0,49.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/14/2011,11/20/2011,43.0,49.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/07/2011,11/13/2011,43.0,48.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/31/2011,11/06/2011,43.0,50.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/24/2011,10/30/2011,43.0,49.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/17/2011,10/23/2011,41.0,51.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/10/2011,10/16/2011,41.0,52.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/03/2011,10/09/2011,40.0,53.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/26/2011,10/02/2011,41.0,50.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/19/2011,09/25/2011,41.0,51.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/12/2011,09/18/2011,40.0,52.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/05/2011,09/11/2011,43.0,49.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/29/2011,09/04/2011,42.0,51.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/22/2011,08/28/2011,40.0,53.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/15/2011,08/21/2011,40.0,53.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/08/2011,08/14/2011,40.0,52.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/01/2011,08/07/2011,42.0,50.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/25/2011,07/31/2011,42.0,49.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/18/2011,07/24/2011,43.0,48.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/11/2011,07/17/2011,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/04/2011,07/10/2011,46.0,45.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/27/2011,07/03/2011,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/20/2011,06/26/2011,43.0,49.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/13/2011,06/19/2011,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/06/2011,06/12/2011,46.0,44.0,10,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/30/2011,06/05/2011,50.0,42.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/23/2011,05/29/2011,49.0,43.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/16/2011,05/22/2011,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/09/2011,05/15/2011,49.0,43.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/02/2011,05/08/2011,51.0,40.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/25/2011,05/01/2011,44.0,47.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/18/2011,04/24/2011,43.0,48.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/11/2011,04/17/2011,43.0,48.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/04/2011,04/10/2011,45.0,46.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/28/2011,04/03/2011,48.0,44.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/21/2011,03/27/2011,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/14/2011,03/20/2011,48.0,44.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/07/2011,03/13/2011,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/28/2011,03/06/2011,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/21/2011,02/27/2011,48.0,44.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/14/2011,02/20/2011,48.0,43.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/07/2011,02/13/2011,48.0,43.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/31/2011,02/06/2011,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/24/2011,01/30/2011,50.0,42.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/17/2011,01/23/2011,50.0,42.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/10/2011,01/16/2011,49.0,42.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/03/2011,01/09/2011,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/27/2010,01/02/2011,48.0,44.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/20/2010,12/26/2010,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/13/2010,12/19/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,12/06/2010,12/12/2010,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/29/2010,12/05/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/22/2010,11/28/2010,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/15/2010,11/21/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/08/2010,11/14/2010,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,11/01/2010,11/07/2010,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/25/2010,10/31/2010,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/18/2010,10/24/2010,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/11/2010,10/17/2010,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,10/04/2010,10/10/2010,46.0,48.0,6,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/27/2010,10/03/2010,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/20/2010,09/26/2010,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/13/2010,09/19/2010,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,09/06/2010,09/12/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/30/2010,09/05/2010,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/23/2010,08/29/2010,43.0,49.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/16/2010,08/22/2010,43.0,50.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/09/2010,08/15/2010,44.0,48.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,08/02/2010,08/08/2010,45.0,48.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/26/2010,08/01/2010,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/19/2010,07/25/2010,45.0,47.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/12/2010,07/18/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,07/05/2010,07/11/2010,46.0,47.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/28/2010,07/04/2010,46.0,45.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/21/2010,06/27/2010,45.0,46.0,9,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/14/2010,06/20/2010,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,06/07/2010,06/13/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/31/2010,06/06/2010,47.0,45.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/24/2010,05/30/2010,46.0,46.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/17/2010,05/23/2010,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/10/2010,05/16/2010,49.0,43.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,05/03/2010,05/09/2010,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/26/2010,05/02/2010,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/19/2010,04/25/2010,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/12/2010,04/18/2010,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,04/05/2010,04/11/2010,47.0,46.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/29/2010,04/04/2010,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/22/2010,03/28/2010,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/15/2010,03/21/2010,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/08/2010,03/14/2010,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,03/01/2010,03/07/2010,49.0,44.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/22/2010,02/28/2010,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/15/2010,02/21/2010,49.0,43.0,8,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/08/2010,02/14/2010,51.0,42.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,02/01/2010,02/07/2010,50.0,43.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
Barack Obama,01/25/2010,01/31/2010,48.0,45.0,7,https://www.presidency.ucsb.edu/statistics/data/barack-obama-public-approval
